"Year","Units","Sex","WorkingPattern","AgeGroup","WorkRegion","Occupation","Industry","Ethnicity","Impairment","Value","comment"
"2017","Median","Total","Full-Time","Total","Scotland","Elementary occupations","Total","Total","Total","19131","Total"
"2017","Median","Total","Full-Time","Total","Northern Ireland","Total","Total","Total","Total","25935","Total"
"2017","Median","Total","Part-Time","Total","Total","Managers, directors and senior officials","Total","Total","Total","13800","reasonably precise"
"2017","Median","Total","Part-Time","Total","Total","Professional occupations","Total","Total","Total","18711","Total"
"2017","Median","Total","Part-Time","Total","Total","Associate professional and technical occupations","Total","Total","Total","12813","Total"
"2017","Median","Total","Part-Time","Total","Total","Administrative and secretarial occupations","Total","Total","Total","10271","Total"
"2017","Median","Total","Part-Time","Total","Total","Skilled trades occupations","Total","Total","Total","10049","reasonably precise"
"2017","Median","Total","Part-Time","Total","Total","Caring, leisure and other service occupations","Total","Total","Total","9517","Total"
"2017","Median","Total","Part-Time","Total","Total","Sales and customer service occupations","Total","Total","Total","8319","Total"
"2017","Median","Total","Part-Time","Total","Total","Process, plant and machine operatives","Total","Total","Total","9881","Total"
"2017","Median","Total","Part-Time","Total","Total","Elementary occupations","Total","Total","Total","6270","Total"
"2017","Median","Total","Part-Time","Total","North East","Total","Total","Total","Total","9949","Total"
"2017","Median","Total","Part-Time","Total","North East","Professional occupations","Total","Total","Total","21005","acceptable"
"2017","Median","Total","Part-Time","Total","North East","Associate professional and technical occupations","Total","Total","Total","12497","acceptable"
"2017","Median","Total","Part-Time","Total","North East","Administrative and secretarial occupations","Total","Total","Total","10977","reasonably precise"
"2017","Median","Total","Part-Time","Total","North East","Skilled trades occupations","Total","Total","Total","10230","acceptable"
"2017","Median","Total","Part-Time","Total","North East","Caring, leisure and other service occupations","Total","Total","Total","10090","reasonably precise"
"2017","Median","Total","Part-Time","Total","North East","Sales and customer service occupations","Total","Total","Total","8879","Total"
"2017","Median","Total","Part-Time","Total","North East","Elementary occupations","Total","Total","Total","6003","acceptable"
"2017","Median","Total","Part-Time","Total","North West","Total","Total","Total","Total","9626","Total"
"2017","Median","Total","Part-Time","Total","North West","Professional occupations","Total","Total","Total","19302","reasonably precise"
"2017","Median","Total","Part-Time","Total","North West","Administrative and secretarial occupations","Total","Total","Total","10719","Total"
"2017","Median","Total","Part-Time","Total","North West","Skilled trades occupations","Total","Total","Total","10242","acceptable"
"2017","Median","Total","Part-Time","Total","North West","Caring, leisure and other service occupations","Total","Total","Total","9340","reasonably precise"
"2017","Median","Total","Part-Time","Total","North West","Sales and customer service occupations","Total","Total","Total","8138","Total"
"2017","Median","Total","Part-Time","Total","North West","Process, plant and machine operatives","Total","Total","Total","9835","reasonably precise"
"2017","Median","Total","Part-Time","Total","North West","Elementary occupations","Total","Total","Total","6223","reasonably precise"
"2017","Median","Total","Part-Time","Total","Yorkshire and The Humber","Total","Total","Total","Total","9762","Total"
"2017","Median","Total","Part-Time","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total","Total","Total","13290","acceptable"
"2017","Median","Total","Part-Time","Total","Yorkshire and The Humber","Professional occupations","Total","Total","Total","18949","reasonably precise"
"2017","Median","Total","Part-Time","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total","Total","Total","13575","reasonably precise"
"2017","Median","Total","Part-Time","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total","Total","Total","10117","Total"
"2017","Median","Total","Part-Time","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total","Total","Total","9669","Total"
"2017","Median","Total","Part-Time","Total","Yorkshire and The Humber","Sales and customer service occupations","Total","Total","Total","8488","Total"
"2017","Median","Total","Part-Time","Total","Yorkshire and The Humber","Elementary occupations","Total","Total","Total","6164","acceptable"
"2017","Median","Total","Part-Time","Total","East Midlands","Total","Total","Total","Total","9476","Total"
"2017","Median","Total","Part-Time","Total","East Midlands","Managers, directors and senior officials","Total","Total","Total","13066","acceptable"
"2017","Median","Total","Part-Time","Total","East Midlands","Professional occupations","Total","Total","Total","17842","reasonably precise"
"2017","Median","Total","Part-Time","Total","East Midlands","Associate professional and technical occupations","Total","Total","Total","12942","reasonably precise"
"2017","Median","Total","Part-Time","Total","East Midlands","Administrative and secretarial occupations","Total","Total","Total","9526","reasonably precise"
"2017","Median","Total","Part-Time","Total","East Midlands","Skilled trades occupations","Total","Total","Total","8959","acceptable"
"2017","Median","Total","Part-Time","Total","East Midlands","Caring, leisure and other service occupations","Total","Total","Total","9133","Total"
"2017","Median","Total","Part-Time","Total","East Midlands","Sales and customer service occupations","Total","Total","Total","8570","Total"
"2017","Median","Total","Part-Time","Total","East Midlands","Elementary occupations","Total","Total","Total","6269","reasonably precise"
"2017","Median","Total","Part-Time","Total","West Midlands","Total","Total","Total","Total","9819","Total"
"2017","Median","Total","Part-Time","Total","West Midlands","Managers, directors and senior officials","Total","Total","Total","12971","acceptable"
"2017","Median","Total","Part-Time","Total","West Midlands","Professional occupations","Total","Total","Total","19350","reasonably precise"
"2017","Median","Total","Part-Time","Total","West Midlands","Associate professional and technical occupations","Total","Total","Total","12664","reasonably precise"
"2017","Median","Total","Part-Time","Total","West Midlands","Administrative and secretarial occupations","Total","Total","Total","10484","reasonably precise"
"2017","Median","Total","Part-Time","Total","West Midlands","Skilled trades occupations","Total","Total","Total","10933","acceptable"
"2017","Median","Total","Part-Time","Total","West Midlands","Caring, leisure and other service occupations","Total","Total","Total","9665","Total"
"2017","Median","Total","Part-Time","Total","West Midlands","Sales and customer service occupations","Total","Total","Total","8086","reasonably precise"
"2017","Median","Total","Part-Time","Total","West Midlands","Process, plant and machine operatives","Total","Total","Total","10083","reasonably precise"
"2017","Median","Total","Part-Time","Total","West Midlands","Elementary occupations","Total","Total","Total","6205","reasonably precise"
"2017","Median","Total","Part-Time","Total","East","Total","Total","Total","Total","9543","Total"
"2017","Median","Total","Part-Time","Total","East","Managers, directors and senior officials","Total","Total","Total","13395","acceptable"
"2017","Median","Total","Part-Time","Total","East","Professional occupations","Total","Total","Total","15995","reasonably precise"
"2017","Median","Total","Part-Time","Total","East","Associate professional and technical occupations","Total","Total","Total","12871","reasonably precise"
"2017","Median","Total","Part-Time","Total","East","Administrative and secretarial occupations","Total","Total","Total","10332","Total"
"2017","Median","Total","Part-Time","Total","East","Skilled trades occupations","Total","Total","Total","9614","acceptable"
"2017","Median","Total","Part-Time","Total","East","Caring, leisure and other service occupations","Total","Total","Total","9018","reasonably precise"
"2017","Median","Total","Part-Time","Total","East","Sales and customer service occupations","Total","Total","Total","8155","reasonably precise"
"2017","Median","Total","Part-Time","Total","East","Process, plant and machine operatives","Total","Total","Total","9806","reasonably precise"
"2017","Median","Total","Part-Time","Total","East","Elementary occupations","Total","Total","Total","5940","reasonably precise"
"2017","Median","Total","Part-Time","Total","London","Total","Total","Total","Total","10800","Total"
"2017","Median","Total","Part-Time","Total","London","Managers, directors and senior officials","Total","Total","Total","15779","acceptable"
"2017","Median","Total","Part-Time","Total","London","Professional occupations","Total","Total","Total","20437","reasonably precise"
"2017","Median","Total","Part-Time","Total","London","Associate professional and technical occupations","Total","Total","Total","14229","acceptable"
"2017","Median","Total","Part-Time","Total","London","Administrative and secretarial occupations","Total","Total","Total","10537","reasonably precise"
"2017","Median","Total","Part-Time","Total","London","Caring, leisure and other service occupations","Total","Total","Total","10799","reasonably precise"
"2017","Median","Total","Part-Time","Total","London","Sales and customer service occupations","Total","Total","Total","8644","Total"
"2017","Median","Total","Part-Time","Total","London","Elementary occupations","Total","Total","Total","6886","reasonably precise"
"2017","Median","Total","Part-Time","Total","South East","Total","Total","Total","Total","9734","Total"
"2017","Median","Total","Part-Time","Total","South East","Managers, directors and senior officials","Total","Total","Total","14377","acceptable"
"2017","Median","Total","Part-Time","Total","South East","Professional occupations","Total","Total","Total","17778","reasonably precise"
"2017","Median","Total","Part-Time","Total","South East","Associate professional and technical occupations","Total","Total","Total","12659","reasonably precise"
"2017","Median","Total","Part-Time","Total","South East","Administrative and secretarial occupations","Total","Total","Total","9875","Total"
"2017","Median","Total","Part-Time","Total","South East","Caring, leisure and other service occupations","Total","Total","Total","9080","Total"
"2017","Median","Total","Part-Time","Total","South East","Sales and customer service occupations","Total","Total","Total","8240","Total"
"2017","Median","Total","Part-Time","Total","South East","Elementary occupations","Total","Total","Total","5757","reasonably precise"
"2017","Median","Total","Part-Time","Total","South West","Total","Total","Total","Total","9576","Total"
"2017","Median","Total","Part-Time","Total","South West","Managers, directors and senior officials","Total","Total","Total","13670","acceptable"
"2017","Median","Total","Part-Time","Total","South West","Professional occupations","Total","Total","Total","19076","reasonably precise"
"2017","Median","Total","Part-Time","Total","South West","Associate professional and technical occupations","Total","Total","Total","12193","reasonably precise"
"2017","Median","Total","Part-Time","Total","South West","Administrative and secretarial occupations","Total","Total","Total","9899","Total"
"2017","Median","Total","Part-Time","Total","South West","Skilled trades occupations","Total","Total","Total","10177","acceptable"
"2017","Median","Total","Part-Time","Total","South West","Caring, leisure and other service occupations","Total","Total","Total","8707","reasonably precise"
"2017","Median","Total","Part-Time","Total","South West","Sales and customer service occupations","Total","Total","Total","7801","Total"
"2017","Median","Total","Part-Time","Total","South West","Elementary occupations","Total","Total","Total","5878","reasonably precise"
"2017","Median","Total","Part-Time","Total","Wales","Total","Total","Total","Total","9671","Total"
"2017","Median","Total","Part-Time","Total","Wales","Managers, directors and senior officials","Total","Total","Total","10582","acceptable"
"2017","Median","Total","Part-Time","Total","Wales","Professional occupations","Total","Total","Total","19454","reasonably precise"
"2017","Median","Total","Part-Time","Total","Wales","Associate professional and technical occupations","Total","Total","Total","11081","acceptable"
"2017","Median","Total","Part-Time","Total","Wales","Administrative and secretarial occupations","Total","Total","Total","9909","reasonably precise"
"2017","Median","Total","Part-Time","Total","Wales","Skilled trades occupations","Total","Total","Total","11374","acceptable"
"2017","Median","Total","Part-Time","Total","Wales","Caring, leisure and other service occupations","Total","Total","Total","9957","reasonably precise"
"2017","Median","Total","Part-Time","Total","Wales","Sales and customer service occupations","Total","Total","Total","8262","reasonably precise"
"2017","Median","Total","Part-Time","Total","Wales","Process, plant and machine operatives","Total","Total","Total","9161","acceptable"
"2017","Median","Total","Part-Time","Total","Scotland","Total","Total","Total","Total","10479","Total"
"2017","Median","Total","Part-Time","Total","Scotland","Managers, directors and senior officials","Total","Total","Total","14713","acceptable"
"2017","Median","Total","Part-Time","Total","Scotland","Professional occupations","Total","Total","Total","18282","Total"
"2017","Median","Total","Part-Time","Total","Scotland","Associate professional and technical occupations","Total","Total","Total","12480","reasonably precise"
"2017","Median","Total","Part-Time","Total","Scotland","Administrative and secretarial occupations","Total","Total","Total","10550","reasonably precise"
"2017","Median","Total","Part-Time","Total","Scotland","Skilled trades occupations","Total","Total","Total","10652","acceptable"
"2017","Median","Total","Part-Time","Total","Scotland","Caring, leisure and other service occupations","Total","Total","Total","10691","Total"
"2017","Median","Total","Part-Time","Total","Scotland","Sales and customer service occupations","Total","Total","Total","8459","Total"
"2017","Median","Total","Part-Time","Total","Scotland","Process, plant and machine operatives","Total","Total","Total","9448","acceptable"
"2017","Median","Total","Part-Time","Total","Scotland","Elementary occupations","Total","Total","Total","7155","reasonably precise"
"2017","Median","Total","Part-Time","Total","Northern Ireland","Total","Total","Total","Total","9871","reasonably precise"
"2017","Median","Male","Full-Time","Total","Total","Managers, directors and senior officials","Total","Total","Total","45900","Total"
"2017","Median","Male","Full-Time","Total","Total","Professional occupations","Total","Total","Total","41545","Total"
"2017","Median","Male","Full-Time","Total","Total","Associate professional and technical occupations","Total","Total","Total","34939","Total"
"2017","Median","Male","Full-Time","Total","Total","Administrative and secretarial occupations","Total","Total","Total","24482","Total"
"2017","Median","Male","Full-Time","Total","Total","Skilled trades occupations","Total","Total","Total","27109","Total"
"2017","Median","Male","Full-Time","Total","Total","Caring, leisure and other service occupations","Total","Total","Total","20424","Total"
"2017","Median","Male","Full-Time","Total","Total","Sales and customer service occupations","Total","Total","Total","19977","Total"
"2017","Median","Male","Full-Time","Total","Total","Process, plant and machine operatives","Total","Total","Total","25433","Total"
"2017","Median","Male","Full-Time","Total","Total","Elementary occupations","Total","Total","Total","20489","Total"
"2017","Median","Male","Full-Time","Total","North East","Total","Total","Total","Total","27967","Total"
"2017","Median","Male","Full-Time","Total","North East","Managers, directors and senior officials","Total","Total","Total","40135","reasonably precise"
"2017","Median","Male","Full-Time","Total","North East","Professional occupations","Total","Total","Total","38789","Total"
"2017","Median","Male","Full-Time","Total","North East","Associate professional and technical occupations","Total","Total","Total","31464","reasonably precise"
"2017","Median","Male","Full-Time","Total","North East","Administrative and secretarial occupations","Total","Total","Total","20909","Total"
"2017","Median","Male","Full-Time","Total","North East","Skilled trades occupations","Total","Total","Total","26591","reasonably precise"
"2017","Median","Male","Full-Time","Total","North East","Caring, leisure and other service occupations","Total","Total","Total","20509","reasonably precise"
"2017","Median","Male","Full-Time","Total","North East","Sales and customer service occupations","Total","Total","Total","20620","acceptable"
"2017","Median","Male","Full-Time","Total","North East","Process, plant and machine operatives","Total","Total","Total","25209","Total"
"2017","Median","Male","Full-Time","Total","North East","Elementary occupations","Total","Total","Total","20562","Total"
"2017","Median","Male","Full-Time","Total","North West","Total","Total","Total","Total","28985","Total"
"2017","Median","Male","Full-Time","Total","North West","Managers, directors and senior officials","Total","Total","Total","39712","reasonably precise"
"2017","Median","Male","Full-Time","Total","North West","Professional occupations","Total","Total","Total","38670","Total"
"2017","Median","Male","Full-Time","Total","North West","Associate professional and technical occupations","Total","Total","Total","33478","Total"
"2017","Median","Male","Full-Time","Total","North West","Administrative and secretarial occupations","Total","Total","Total","22835","Total"
"2017","Median","Male","Full-Time","Total","North West","Skilled trades occupations","Total","Total","Total","26000","Total"
"2017","Median","Male","Full-Time","Total","North West","Caring, leisure and other service occupations","Total","Total","Total","19647","reasonably precise"
"2017","Median","Male","Full-Time","Total","North West","Sales and customer service occupations","Total","Total","Total","19083","Total"
"2017","Median","Male","Full-Time","Total","North West","Process, plant and machine operatives","Total","Total","Total","25124","Total"
"2017","Median","Male","Full-Time","Total","North West","Elementary occupations","Total","Total","Total","19884","Total"
"2017","Median","Male","Full-Time","Total","Yorkshire and The Humber","Total","Total","Total","Total","28757","Total"
"2017","Median","Male","Full-Time","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total","Total","Total","40532","reasonably precise"
"2017","Median","Male","Full-Time","Total","Yorkshire and The Humber","Professional occupations","Total","Total","Total","38747","Total"
"2017","Median","Male","Full-Time","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total","Total","Total","32490","Total"
"2017","Median","Male","Full-Time","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total","Total","Total","24040","reasonably precise"
"2017","Median","Male","Full-Time","Total","Yorkshire and The Humber","Skilled trades occupations","Total","Total","Total","26929","reasonably precise"
"2017","Median","Male","Full-Time","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total","Total","Total","18387","reasonably precise"
"2017","Median","Male","Full-Time","Total","Yorkshire and The Humber","Sales and customer service occupations","Total","Total","Total","19739","Total"
"2017","Median","Male","Full-Time","Total","Yorkshire and The Humber","Process, plant and machine operatives","Total","Total","Total","24446","Total"
"2017","Median","Male","Full-Time","Total","Yorkshire and The Humber","Elementary occupations","Total","Total","Total","20134","Total"
"2017","Median","Male","Full-Time","Total","East Midlands","Total","Total","Total","Total","28380","Total"
"2017","Median","Male","Full-Time","Total","East Midlands","Managers, directors and senior officials","Total","Total","Total","42085","reasonably precise"
"2017","Median","Male","Full-Time","Total","East Midlands","Professional occupations","Total","Total","Total","38974","Total"
"2017","Median","Male","Full-Time","Total","East Midlands","Associate professional and technical occupations","Total","Total","Total","31606","Total"
"2017","Median","Male","Full-Time","Total","East Midlands","Administrative and secretarial occupations","Total","Total","Total","22931","Total"
"2017","Median","Male","Full-Time","Total","East Midlands","Skilled trades occupations","Total","Total","Total","26461","Total"
"2017","Median","Male","Full-Time","Total","East Midlands","Caring, leisure and other service occupations","Total","Total","Total","18777","reasonably precise"
"2017","Median","Male","Full-Time","Total","East Midlands","Sales and customer service occupations","Total","Total","Total","19474","Total"
"2017","Median","Male","Full-Time","Total","East Midlands","Process, plant and machine operatives","Total","Total","Total","24299","Total"
"2017","Median","Male","Full-Time","Total","East Midlands","Elementary occupations","Total","Total","Total","19954","Total"
"2017","Median","Male","Full-Time","Total","West Midlands","Total","Total","Total","Total","29537","Total"
"2017","Median","Male","Full-Time","Total","West Midlands","Managers, directors and senior officials","Total","Total","Total","42587","reasonably precise"
"2017","Median","Male","Full-Time","Total","West Midlands","Professional occupations","Total","Total","Total","39762","Total"
"2017","Median","Male","Full-Time","Total","West Midlands","Associate professional and technical occupations","Total","Total","Total","34303","Total"
"2017","Median","Male","Full-Time","Total","West Midlands","Administrative and secretarial occupations","Total","Total","Total","23020","Total"
"2017","Median","Male","Full-Time","Total","West Midlands","Skilled trades occupations","Total","Total","Total","27093","Total"
"2017","Median","Male","Full-Time","Total","West Midlands","Caring, leisure and other service occupations","Total","Total","Total","19549","Total"
"2017","Median","Male","Full-Time","Total","West Midlands","Sales and customer service occupations","Total","Total","Total","19965","reasonably precise"
"2017","Median","Male","Full-Time","Total","West Midlands","Process, plant and machine operatives","Total","Total","Total","25735","Total"
"2017","Median","Male","Full-Time","Total","West Midlands","Elementary occupations","Total","Total","Total","20136","Total"
"2017","Median","Male","Full-Time","Total","East","Total","Total","Total","Total","30897","Total"
"2017","Median","Male","Full-Time","Total","East","Managers, directors and senior officials","Total","Total","Total","44017","reasonably precise"
"2017","Median","Male","Full-Time","Total","East","Professional occupations","Total","Total","Total","41810","Total"
"2017","Median","Male","Full-Time","Total","East","Associate professional and technical occupations","Total","Total","Total","34170","Total"
"2017","Median","Male","Full-Time","Total","East","Administrative and secretarial occupations","Total","Total","Total","24582","Total"
"2017","Median","Male","Full-Time","Total","East","Skilled trades occupations","Total","Total","Total","27906","Total"
"2017","Median","Male","Full-Time","Total","East","Caring, leisure and other service occupations","Total","Total","Total","20844","reasonably precise"
"2017","Median","Male","Full-Time","Total","East","Sales and customer service occupations","Total","Total","Total","20380","Total"
"2017","Median","Male","Full-Time","Total","East","Process, plant and machine operatives","Total","Total","Total","25893","Total"
"2017","Median","Male","Full-Time","Total","East","Elementary occupations","Total","Total","Total","20923","Total"
"2017","Median","Male","Full-Time","Total","London","Total","Total","Total","Total","41000","Total"
"2017","Median","Male","Full-Time","Total","London","Managers, directors and senior officials","Total","Total","Total","68000","Total"
"2017","Median","Male","Full-Time","Total","London","Professional occupations","Total","Total","Total","48990","Total"
"2017","Median","Male","Full-Time","Total","London","Associate professional and technical occupations","Total","Total","Total","41367","Total"
"2017","Median","Male","Full-Time","Total","London","Administrative and secretarial occupations","Total","Total","Total","29881","Total"
"2017","Median","Male","Full-Time","Total","London","Skilled trades occupations","Total","Total","Total","30615","Total"
"2017","Median","Male","Full-Time","Total","London","Caring, leisure and other service occupations","Total","Total","Total","23230","Total"
"2017","Median","Male","Full-Time","Total","London","Sales and customer service occupations","Total","Total","Total","21537","Total"
"2017","Median","Male","Full-Time","Total","London","Process, plant and machine operatives","Total","Total","Total","31783","Total"
"2017","Median","Male","Full-Time","Total","London","Elementary occupations","Total","Total","Total","22382","Total"
"2017","Median","Male","Full-Time","Total","South East","Total","Total","Total","Total","32941","Total"
"2017","Median","Male","Full-Time","Total","South East","Managers, directors and senior officials","Total","Total","Total","46710","Total"
"2017","Median","Male","Full-Time","Total","South East","Professional occupations","Total","Total","Total","43120","Total"
"2017","Median","Male","Full-Time","Total","South East","Associate professional and technical occupations","Total","Total","Total","36000","Total"
"2017","Median","Male","Full-Time","Total","South East","Administrative and secretarial occupations","Total","Total","Total","25428","reasonably precise"
"2017","Median","Male","Full-Time","Total","South East","Skilled trades occupations","Total","Total","Total","28068","Total"
"2017","Median","Male","Full-Time","Total","South East","Caring, leisure and other service occupations","Total","Total","Total","20740","Total"
"2017","Median","Male","Full-Time","Total","South East","Sales and customer service occupations","Total","Total","Total","20595","Total"
"2017","Median","Male","Full-Time","Total","South East","Process, plant and machine operatives","Total","Total","Total","26745","Total"
"2017","Median","Male","Full-Time","Total","South East","Elementary occupations","Total","Total","Total","21361","Total"
"2017","Median","Male","Full-Time","Total","South West","Total","Total","Total","Total","29624","Total"
"2017","Median","Male","Full-Time","Total","South West","Managers, directors and senior officials","Total","Total","Total","38794","reasonably precise"
"2017","Median","Male","Full-Time","Total","South West","Professional occupations","Total","Total","Total","40544","Total"
"2017","Median","Male","Full-Time","Total","South West","Associate professional and technical occupations","Total","Total","Total","31928","Total"
"2017","Median","Male","Full-Time","Total","South West","Administrative and secretarial occupations","Total","Total","Total","24596","acceptable"
"2017","Median","Male","Full-Time","Total","South West","Skilled trades occupations","Total","Total","Total","26416","Total"
"2017","Median","Male","Full-Time","Total","South West","Caring, leisure and other service occupations","Total","Total","Total","19441","reasonably precise"
"2017","Median","Male","Full-Time","Total","South West","Sales and customer service occupations","Total","Total","Total","19729","Total"
"2017","Median","Male","Full-Time","Total","South West","Process, plant and machine operatives","Total","Total","Total","24185","Total"
"2017","Median","Male","Full-Time","Total","South West","Elementary occupations","Total","Total","Total","20756","Total"
"2017","Median","Male","Full-Time","Total","Wales","Total","Total","Total","Total","27766","Total"
"2017","Median","Male","Full-Time","Total","Wales","Managers, directors and senior officials","Total","Total","Total","37652","acceptable"
"2017","Median","Male","Full-Time","Total","Wales","Professional occupations","Total","Total","Total","38125","Total"
"2017","Median","Male","Full-Time","Total","Wales","Associate professional and technical occupations","Total","Total","Total","31188","reasonably precise"
"2017","Median","Male","Full-Time","Total","Wales","Administrative and secretarial occupations","Total","Total","Total","22389","Total"
"2017","Median","Male","Full-Time","Total","Wales","Skilled trades occupations","Total","Total","Total","27015","reasonably precise"
"2017","Median","Male","Full-Time","Total","Wales","Caring, leisure and other service occupations","Total","Total","Total","19300","reasonably precise"
"2017","Median","Male","Full-Time","Total","Wales","Sales and customer service occupations","Total","Total","Total","19338","Total"
"2017","Median","Male","Full-Time","Total","Wales","Process, plant and machine operatives","Total","Total","Total","22808","reasonably precise"
"2017","Median","Male","Full-Time","Total","Wales","Elementary occupations","Total","Total","Total","19495","reasonably precise"
"2017","Median","Male","Full-Time","Total","Scotland","Total","Total","Total","Total","30317","Total"
"2017","Median","Male","Full-Time","Total","Scotland","Managers, directors and senior officials","Total","Total","Total","44995","Total"
"2017","Median","Male","Full-Time","Total","Scotland","Professional occupations","Total","Total","Total","39929","Total"
"2017","Median","Male","Full-Time","Total","Scotland","Associate professional and technical occupations","Total","Total","Total","33666","Total"
"2017","Median","Male","Full-Time","Total","Scotland","Administrative and secretarial occupations","Total","Total","Total","23823","Total"
"2017","Median","Male","Full-Time","Total","Scotland","Skilled trades occupations","Total","Total","Total","27495","Total"
"2017","Median","Male","Full-Time","Total","Scotland","Caring, leisure and other service occupations","Total","Total","Total","22071","reasonably precise"
"2017","Median","Male","Full-Time","Total","Scotland","Sales and customer service occupations","Total","Total","Total","19424","Total"
"2017","Median","Male","Full-Time","Total","Scotland","Process, plant and machine operatives","Total","Total","Total","25450","reasonably precise"
"2017","Median","Male","Full-Time","Total","Scotland","Elementary occupations","Total","Total","Total","20248","Total"
"2017","Median","Male","Full-Time","Total","Northern Ireland","Total","Total","Total","Total","26716","Total"
"2017","Median","Male","Part-Time","Total","Total","Managers, directors and senior officials","Total","Total","Total","12009","reasonably precise"
"2017","Median","Male","Part-Time","Total","Total","Professional occupations","Total","Total","Total","16789","reasonably precise"
"2017","Median","Male","Part-Time","Total","Total","Associate professional and technical occupations","Total","Total","Total","9935","acceptable"
"2017","Median","Male","Part-Time","Total","Total","Administrative and secretarial occupations","Total","Total","Total","9360","reasonably precise"
"2017","Median","Male","Part-Time","Total","Total","Skilled trades occupations","Total","Total","Total","10909","reasonably precise"
"2017","Median","Male","Part-Time","Total","Total","Caring, leisure and other service occupations","Total","Total","Total","8069","reasonably precise"
"2017","Median","Male","Part-Time","Total","Total","Sales and customer service occupations","Total","Total","Total","8683","Total"
"2017","Median","Male","Part-Time","Total","Total","Process, plant and machine operatives","Total","Total","Total","9764","reasonably precise"
"2017","Median","Male","Part-Time","Total","Total","Elementary occupations","Total","Total","Total","7273","reasonably precise"
"2017","Median","Male","Part-Time","Total","North East","Total","Total","Total","Total","9938","reasonably precise"
"2017","Median","Male","Part-Time","Total","North East","Skilled trades occupations","Total","Total","Total","10831","acceptable"
"2017","Median","Male","Part-Time","Total","North East","Sales and customer service occupations","Total","Total","Total","9250","acceptable"
"2017","Median","Male","Part-Time","Total","North East","Elementary occupations","Total","Total","Total","7068","acceptable"
"2017","Median","Male","Part-Time","Total","North West","Total","Total","Total","Total","9427","reasonably precise"
"2017","Median","Male","Part-Time","Total","North West","Administrative and secretarial occupations","Total","Total","Total","9310","acceptable"
"2017","Median","Male","Part-Time","Total","North West","Skilled trades occupations","Total","Total","Total","11390","reasonably precise"
"2017","Median","Male","Part-Time","Total","North West","Caring, leisure and other service occupations","Total","Total","Total","7203","acceptable"
"2017","Median","Male","Part-Time","Total","North West","Sales and customer service occupations","Total","Total","Total","8797","reasonably precise"
"2017","Median","Male","Part-Time","Total","North West","Process, plant and machine operatives","Total","Total","Total","9749","acceptable"
"2017","Median","Male","Part-Time","Total","Yorkshire and The Humber","Total","Total","Total","Total","9000","reasonably precise"
"2017","Median","Male","Part-Time","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total","Total","Total","8279","acceptable"
"2017","Median","Male","Part-Time","Total","Yorkshire and The Humber","Sales and customer service occupations","Total","Total","Total","8408","reasonably precise"
"2017","Median","Male","Part-Time","Total","East Midlands","Total","Total","Total","Total","9773","reasonably precise"
"2017","Median","Male","Part-Time","Total","East Midlands","Skilled trades occupations","Total","Total","Total","10893","acceptable"
"2017","Median","Male","Part-Time","Total","East Midlands","Sales and customer service occupations","Total","Total","Total","8812","acceptable"
"2017","Median","Male","Part-Time","Total","West Midlands","Total","Total","Total","Total","9971","Total"
"2017","Median","Male","Part-Time","Total","West Midlands","Administrative and secretarial occupations","Total","Total","Total","10551","acceptable"
"2017","Median","Male","Part-Time","Total","West Midlands","Skilled trades occupations","Total","Total","Total","11559","acceptable"
"2017","Median","Male","Part-Time","Total","West Midlands","Sales and customer service occupations","Total","Total","Total","8555","reasonably precise"
"2017","Median","Male","Part-Time","Total","West Midlands","Process, plant and machine operatives","Total","Total","Total","10268","acceptable"
"2017","Median","Male","Part-Time","Total","West Midlands","Elementary occupations","Total","Total","Total","8441","acceptable"
"2017","Median","Male","Part-Time","Total","East","Total","Total","Total","Total","9445","reasonably precise"
"2017","Median","Male","Part-Time","Total","East","Skilled trades occupations","Total","Total","Total","11063","acceptable"
"2017","Median","Male","Part-Time","Total","East","Sales and customer service occupations","Total","Total","Total","7907","acceptable"
"2017","Median","Male","Part-Time","Total","East","Process, plant and machine operatives","Total","Total","Total","9589","acceptable"
"2017","Median","Male","Part-Time","Total","London","Total","Total","Total","Total","10076","reasonably precise"
"2017","Median","Male","Part-Time","Total","London","Managers, directors and senior officials","Total","Total","Total","14860","acceptable"
"2017","Median","Male","Part-Time","Total","London","Administrative and secretarial occupations","Total","Total","Total","9000","acceptable"
"2017","Median","Male","Part-Time","Total","London","Caring, leisure and other service occupations","Total","Total","Total","10334","acceptable"
"2017","Median","Male","Part-Time","Total","London","Sales and customer service occupations","Total","Total","Total","9375","reasonably precise"
"2017","Median","Male","Part-Time","Total","South East","Total","Total","Total","Total","9360","reasonably precise"
"2017","Median","Male","Part-Time","Total","South East","Skilled trades occupations","Total","Total","Total","10438","acceptable"
"2017","Median","Male","Part-Time","Total","South East","Sales and customer service occupations","Total","Total","Total","8691","reasonably precise"
"2017","Median","Male","Part-Time","Total","South West","Total","Total","Total","Total","9381","reasonably precise"
