"Year","Units","Sex","WorkingPattern","AgeGroup","WorkRegion","Occupation","Industry","Ethnicity","Impairment","Value","comment"
"2016","Median","Female","Part-Time","Total","East Midlands","Skilled trades occupations","Total",NA,NA,"8649","acceptable"
"2016","Median","Female","Part-Time","Total","East Midlands","Caring, leisure and other service occupations","Total",NA,NA,"9165","reasonably precise"
"2016","Median","Female","Part-Time","Total","East Midlands","Sales and customer service occupations","Total",NA,NA,"8213","reasonably precise"
"2016","Median","Female","Part-Time","Total","East Midlands","Process, plant and machine operatives","Total",NA,NA,NA,"unacceptable"
"2016","Median","Female","Part-Time","Total","East Midlands","Elementary occupations","Total",NA,NA,"6007","acceptable"
"2016","Median","Female","Part-Time","Total","West Midlands","Total","Total",NA,NA,"9433","Total"
"2016","Median","Female","Part-Time","Total","West Midlands","Managers, directors and senior officials","Total",NA,NA,"12295","acceptable"
"2016","Median","Female","Part-Time","Total","West Midlands","Professional occupations","Total",NA,NA,"19402","reasonably precise"
"2016","Median","Female","Part-Time","Total","West Midlands","Associate professional and technical occupations","Total",NA,NA,"13296","reasonably precise"
"2016","Median","Female","Part-Time","Total","West Midlands","Administrative and secretarial occupations","Total",NA,NA,"10089","Total"
"2016","Median","Female","Part-Time","Total","West Midlands","Skilled trades occupations","Total",NA,NA,NA,"unacceptable"
"2016","Median","Female","Part-Time","Total","West Midlands","Caring, leisure and other service occupations","Total",NA,NA,"9412","reasonably precise"
"2016","Median","Female","Part-Time","Total","West Midlands","Sales and customer service occupations","Total",NA,NA,"7777","reasonably precise"
"2016","Median","Female","Part-Time","Total","West Midlands","Process, plant and machine operatives","Total",NA,NA,"9546","acceptable"
"2016","Median","Female","Part-Time","Total","West Midlands","Elementary occupations","Total",NA,NA,"5492","reasonably precise"
"2016","Median","Female","Part-Time","Total","East","Total","Total",NA,NA,"9250","Total"
"2016","Median","Female","Part-Time","Total","East","Managers, directors and senior officials","Total",NA,NA,"13073","acceptable"
"2016","Median","Female","Part-Time","Total","East","Professional occupations","Total",NA,NA,"16009","reasonably precise"
"2016","Median","Female","Part-Time","Total","East","Associate professional and technical occupations","Total",NA,NA,"13579","acceptable"
"2016","Median","Female","Part-Time","Total","East","Administrative and secretarial occupations","Total",NA,NA,"9825","Total"
"2016","Median","Female","Part-Time","Total","East","Skilled trades occupations","Total",NA,NA,NA,"unacceptable"
"2016","Median","Female","Part-Time","Total","East","Caring, leisure and other service occupations","Total",NA,NA,"8905","Total"
"2016","Median","Female","Part-Time","Total","East","Sales and customer service occupations","Total",NA,NA,"7597","reasonably precise"
"2016","Median","Female","Part-Time","Total","East","Process, plant and machine operatives","Total",NA,NA,"9937","acceptable"
"2016","Median","Female","Part-Time","Total","East","Elementary occupations","Total",NA,NA,"4997","acceptable"
"2016","Median","Female","Part-Time","Total","London","Total","Total",NA,NA,"11083","Total"
"2016","Median","Female","Part-Time","Total","London","Managers, directors and senior officials","Total",NA,NA,NA,"unacceptable"
"2016","Median","Female","Part-Time","Total","London","Professional occupations","Total",NA,NA,"22014","reasonably precise"
"2016","Median","Female","Part-Time","Total","London","Associate professional and technical occupations","Total",NA,NA,"15128","reasonably precise"
"2016","Median","Female","Part-Time","Total","London","Administrative and secretarial occupations","Total",NA,NA,"10867","reasonably precise"
"2016","Median","Female","Part-Time","Total","London","Skilled trades occupations","Total",NA,NA,NA,"unacceptable"
"2016","Median","Female","Part-Time","Total","London","Caring, leisure and other service occupations","Total",NA,NA,"11092","reasonably precise"
"2016","Median","Female","Part-Time","Total","London","Sales and customer service occupations","Total",NA,NA,"7797","reasonably precise"
"2016","Median","Female","Part-Time","Total","London","Process, plant and machine operatives","Total",NA,NA,NA,"unacceptable"
"2016","Median","Female","Part-Time","Total","London","Elementary occupations","Total",NA,NA,"6131","reasonably precise"
"2016","Median","Female","Part-Time","Total","South East","Total","Total",NA,NA,"9779","Total"
"2016","Median","Female","Part-Time","Total","South East","Managers, directors and senior officials","Total",NA,NA,"14576","acceptable"
"2016","Median","Female","Part-Time","Total","South East","Professional occupations","Total",NA,NA,"18697","reasonably precise"
"2016","Median","Female","Part-Time","Total","South East","Associate professional and technical occupations","Total",NA,NA,"14150","acceptable"
"2016","Median","Female","Part-Time","Total","South East","Administrative and secretarial occupations","Total",NA,NA,"10000","Total"
"2016","Median","Female","Part-Time","Total","South East","Skilled trades occupations","Total",NA,NA,"8526","acceptable"
"2016","Median","Female","Part-Time","Total","South East","Caring, leisure and other service occupations","Total",NA,NA,"9019","reasonably precise"
"2016","Median","Female","Part-Time","Total","South East","Sales and customer service occupations","Total",NA,NA,"7336","Total"
"2016","Median","Female","Part-Time","Total","South East","Process, plant and machine operatives","Total",NA,NA,"8902","acceptable"
"2016","Median","Female","Part-Time","Total","South East","Elementary occupations","Total",NA,NA,"5450","acceptable"
"2016","Median","Female","Part-Time","Total","South West","Total","Total",NA,NA,"9354","Total"
"2016","Median","Female","Part-Time","Total","South West","Managers, directors and senior officials","Total",NA,NA,NA,"unacceptable"
"2016","Median","Female","Part-Time","Total","South West","Professional occupations","Total",NA,NA,"19183","Total"
"2016","Median","Female","Part-Time","Total","South West","Associate professional and technical occupations","Total",NA,NA,"12031","acceptable"
"2016","Median","Female","Part-Time","Total","South West","Administrative and secretarial occupations","Total",NA,NA,"9833","Total"
"2016","Median","Female","Part-Time","Total","South West","Skilled trades occupations","Total",NA,NA,"8987","acceptable"
"2016","Median","Female","Part-Time","Total","South West","Caring, leisure and other service occupations","Total",NA,NA,"8784","reasonably precise"
"2016","Median","Female","Part-Time","Total","South West","Sales and customer service occupations","Total",NA,NA,"7699","Total"
"2016","Median","Female","Part-Time","Total","South West","Process, plant and machine operatives","Total",NA,NA,NA,"unacceptable"
"2016","Median","Female","Part-Time","Total","South West","Elementary occupations","Total",NA,NA,"5284","reasonably precise"
"2016","Median","Female","Part-Time","Total","Wales","Total","Total",NA,NA,"9634","Total"
"2016","Median","Female","Part-Time","Total","Wales","Managers, directors and senior officials","Total",NA,NA,NA,"unacceptable"
"2016","Median","Female","Part-Time","Total","Wales","Professional occupations","Total",NA,NA,"20229","reasonably precise"
"2016","Median","Female","Part-Time","Total","Wales","Associate professional and technical occupations","Total",NA,NA,"14730","acceptable"
"2016","Median","Female","Part-Time","Total","Wales","Administrative and secretarial occupations","Total",NA,NA,"9723","reasonably precise"
"2016","Median","Female","Part-Time","Total","Wales","Skilled trades occupations","Total",NA,NA,"11497","acceptable"
"2016","Median","Female","Part-Time","Total","Wales","Caring, leisure and other service occupations","Total",NA,NA,"9861","reasonably precise"
"2016","Median","Female","Part-Time","Total","Wales","Sales and customer service occupations","Total",NA,NA,"7590","reasonably precise"
"2016","Median","Female","Part-Time","Total","Wales","Process, plant and machine operatives","Total",NA,NA,NA,"unacceptable"
"2016","Median","Female","Part-Time","Total","Wales","Elementary occupations","Total",NA,NA,"5783","acceptable"
"2016","Median","Female","Part-Time","Total","Scotland","Total","Total",NA,NA,"10218","Total"
"2016","Median","Female","Part-Time","Total","Scotland","Managers, directors and senior officials","Total",NA,NA,NA,"unacceptable"
"2016","Median","Female","Part-Time","Total","Scotland","Professional occupations","Total",NA,NA,"18110","Total"
"2016","Median","Female","Part-Time","Total","Scotland","Associate professional and technical occupations","Total",NA,NA,"12995","acceptable"
"2016","Median","Female","Part-Time","Total","Scotland","Administrative and secretarial occupations","Total",NA,NA,"10293","Total"
"2016","Median","Female","Part-Time","Total","Scotland","Skilled trades occupations","Total",NA,NA,"8700","acceptable"
"2016","Median","Female","Part-Time","Total","Scotland","Caring, leisure and other service occupations","Total",NA,NA,"10340","reasonably precise"
"2016","Median","Female","Part-Time","Total","Scotland","Sales and customer service occupations","Total",NA,NA,"7919","Total"
"2016","Median","Female","Part-Time","Total","Scotland","Process, plant and machine operatives","Total",NA,NA,"8680","acceptable"
"2016","Median","Female","Part-Time","Total","Scotland","Elementary occupations","Total",NA,NA,"6638","reasonably precise"
"2016","Median","Female","Part-Time","Total","Northern Ireland","Total","Total",NA,NA,"9602","Total"
"2017","Median","Total","Total","Total","","Managers, directors and senior officials","Total",NA,NA,"40000","Total"
"2017","Median","Total","Total","Total","","Professional occupations","Total",NA,NA,"34981","Total"
"2017","Median","Total","Total","Total","","Associate professional and technical occupations","Total",NA,NA,"30065","Total"
"2017","Median","Total","Total","Total","","Administrative and secretarial occupations","Total",NA,NA,"18432","Total"
"2017","Median","Total","Total","Total","","Skilled trades occupations","Total",NA,NA,"25314","Total"
"2017","Median","Total","Total","Total","","Caring, leisure and other service occupations","Total",NA,NA,"13802","Total"
"2017","Median","Total","Total","Total","","Sales and customer service occupations","Total",NA,NA,"12726","Total"
"2017","Median","Total","Total","Total","","Process, plant and machine operatives","Total",NA,NA,"23237","Total"
"2017","Median","Total","Total","Total","","Elementary occupations","Total",NA,NA,"13702","Total"
"2017","Median","Total","Total","Total","North East","Total","Total",NA,NA,"21736","Total"
"2017","Median","Total","Total","Total","North East","Managers, directors and senior officials","Total",NA,NA,"35424","reasonably precise"
"2017","Median","Total","Total","Total","North East","Professional occupations","Total",NA,NA,"32803","Total"
"2017","Median","Total","Total","Total","North East","Associate professional and technical occupations","Total",NA,NA,"26364","reasonably precise"
"2017","Median","Total","Total","Total","North East","Administrative and secretarial occupations","Total",NA,NA,"17612","Total"
"2017","Median","Total","Total","Total","North East","Skilled trades occupations","Total",NA,NA,"25657","Total"
"2017","Median","Total","Total","Total","North East","Caring, leisure and other service occupations","Total",NA,NA,"14723","Total"
"2017","Median","Total","Total","Total","North East","Sales and customer service occupations","Total",NA,NA,"12517","reasonably precise"
"2017","Median","Total","Total","Total","North East","Process, plant and machine operatives","Total",NA,NA,"23063","reasonably precise"
"2017","Median","Total","Total","Total","North East","Elementary occupations","Total",NA,NA,"11726","acceptable"
"2017","Median","Total","Total","Total","North West","Total","Total",NA,NA,"22103","Total"
"2017","Median","Total","Total","Total","North West","Managers, directors and senior officials","Total",NA,NA,"35377","Total"
"2017","Median","Total","Total","Total","North West","Professional occupations","Total",NA,NA,"33315","Total"
"2017","Median","Total","Total","Total","North West","Associate professional and technical occupations","Total",NA,NA,"28929","Total"
"2017","Median","Total","Total","Total","North West","Administrative and secretarial occupations","Total",NA,NA,"18535","Total"
"2017","Median","Total","Total","Total","North West","Skilled trades occupations","Total",NA,NA,"24255","Total"
"2017","Median","Total","Total","Total","North West","Caring, leisure and other service occupations","Total",NA,NA,"13843","Total"
"2017","Median","Total","Total","Total","North West","Sales and customer service occupations","Total",NA,NA,"12950","Total"
"2017","Median","Total","Total","Total","North West","Process, plant and machine operatives","Total",NA,NA,"22923","Total"
"2017","Median","Total","Total","Total","North West","Elementary occupations","Total",NA,NA,"13053","reasonably precise"
"2017","Median","Total","Total","Total","Yorkshire and The Humber","Total","Total",NA,NA,"21321","Total"
"2017","Median","Total","Total","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total",NA,NA,"35284","Total"
"2017","Median","Total","Total","Total","Yorkshire and The Humber","Professional occupations","Total",NA,NA,"32761","Total"
"2017","Median","Total","Total","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total",NA,NA,"26899","Total"
"2017","Median","Total","Total","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total",NA,NA,"17000","Total"
"2017","Median","Total","Total","Total","Yorkshire and The Humber","Skilled trades occupations","Total",NA,NA,"24869","reasonably precise"
"2017","Median","Total","Total","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total",NA,NA,"13118","Total"
"2017","Median","Total","Total","Total","Yorkshire and The Humber","Sales and customer service occupations","Total",NA,NA,"12031","reasonably precise"
"2017","Median","Total","Total","Total","Yorkshire and The Humber","Process, plant and machine operatives","Total",NA,NA,"22268","Total"
"2017","Median","Total","Total","Total","Yorkshire and The Humber","Elementary occupations","Total",NA,NA,"13374","reasonably precise"
"2017","Median","Total","Total","Total","East Midlands","Total","Total",NA,NA,"21324","Total"
"2017","Median","Total","Total","Total","East Midlands","Managers, directors and senior officials","Total",NA,NA,"36008","reasonably precise"
"2017","Median","Total","Total","Total","East Midlands","Professional occupations","Total",NA,NA,"32555","Total"
"2017","Median","Total","Total","Total","East Midlands","Associate professional and technical occupations","Total",NA,NA,"27376","Total"
"2017","Median","Total","Total","Total","East Midlands","Administrative and secretarial occupations","Total",NA,NA,"16704","Total"
"2017","Median","Total","Total","Total","East Midlands","Skilled trades occupations","Total",NA,NA,"24757","Total"
"2017","Median","Total","Total","Total","East Midlands","Caring, leisure and other service occupations","Total",NA,NA,"12595","Total"
"2017","Median","Total","Total","Total","East Midlands","Sales and customer service occupations","Total",NA,NA,"12584","Total"
"2017","Median","Total","Total","Total","East Midlands","Process, plant and machine operatives","Total",NA,NA,"21722","Total"
"2017","Median","Total","Total","Total","East Midlands","Elementary occupations","Total",NA,NA,"14544","Total"
"2017","Median","Total","Total","Total","West Midlands","Total","Total",NA,NA,"22284","Total"
"2017","Median","Total","Total","Total","West Midlands","Managers, directors and senior officials","Total",NA,NA,"37956","Total"
"2017","Median","Total","Total","Total","West Midlands","Professional occupations","Total",NA,NA,"33476","Total"
"2017","Median","Total","Total","Total","West Midlands","Associate professional and technical occupations","Total",NA,NA,"29160","Total"
"2017","Median","Total","Total","Total","West Midlands","Administrative and secretarial occupations","Total",NA,NA,"17544","Total"
"2017","Median","Total","Total","Total","West Midlands","Skilled trades occupations","Total",NA,NA,"25523","Total"
"2017","Median","Total","Total","Total","West Midlands","Caring, leisure and other service occupations","Total",NA,NA,"13550","Total"
"2017","Median","Total","Total","Total","West Midlands","Sales and customer service occupations","Total",NA,NA,"12085","reasonably precise"
"2017","Median","Total","Total","Total","West Midlands","Process, plant and machine operatives","Total",NA,NA,"23286","Total"
"2017","Median","Total","Total","Total","West Midlands","Elementary occupations","Total",NA,NA,"14514","Total"
"2017","Median","Total","Total","Total","East","Total","Total",NA,NA,"22631","Total"
"2017","Median","Total","Total","Total","East","Managers, directors and senior officials","Total",NA,NA,"39171","Total"
"2017","Median","Total","Total","Total","East","Professional occupations","Total",NA,NA,"33426","Total"
"2017","Median","Total","Total","Total","East","Associate professional and technical occupations","Total",NA,NA,"29479","Total"
"2017","Median","Total","Total","Total","East","Administrative and secretarial occupations","Total",NA,NA,"17792","Total"
"2017","Median","Total","Total","Total","East","Skilled trades occupations","Total",NA,NA,"26000","Total"
"2017","Median","Total","Total","Total","East","Caring, leisure and other service occupations","Total",NA,NA,"12535","reasonably precise"
"2017","Median","Total","Total","Total","East","Sales and customer service occupations","Total",NA,NA,"12501","Total"
"2017","Median","Total","Total","Total","East","Process, plant and machine operatives","Total",NA,NA,"23992","Total"
"2017","Median","Total","Total","Total","East","Elementary occupations","Total",NA,NA,"13341","reasonably precise"
"2017","Median","Total","Total","Total","London","Total","Total",NA,NA,"32163","Total"
"2017","Median","Total","Total","Total","London","Managers, directors and senior officials","Total",NA,NA,"59001","Total"
"2017","Median","Total","Total","Total","London","Professional occupations","Total",NA,NA,"41325","Total"
"2017","Median","Total","Total","Total","London","Associate professional and technical occupations","Total",NA,NA,"36424","Total"
"2017","Median","Total","Total","Total","London","Administrative and secretarial occupations","Total",NA,NA,"24544","Total"
"2017","Median","Total","Total","Total","London","Skilled trades occupations","Total",NA,NA,"27227","reasonably precise"
"2017","Median","Total","Total","Total","London","Caring, leisure and other service occupations","Total",NA,NA,"17137","Total"
"2017","Median","Total","Total","Total","London","Sales and customer service occupations","Total",NA,NA,"14994","Total"
"2017","Median","Total","Total","Total","London","Process, plant and machine operatives","Total",NA,NA,"29706","Total"
"2017","Median","Total","Total","Total","London","Elementary occupations","Total",NA,NA,"15358","Total"
"2017","Median","Total","Total","Total","South East","Total","Total",NA,NA,"24679","Total"
"2017","Median","Total","Total","Total","South East","Managers, directors and senior officials","Total",NA,NA,"40450","Total"
"2017","Median","Total","Total","Total","South East","Professional occupations","Total",NA,NA,"35262","Total"
"2017","Median","Total","Total","Total","South East","Associate professional and technical occupations","Total",NA,NA,"31192","Total"
"2017","Median","Total","Total","Total","South East","Administrative and secretarial occupations","Total",NA,NA,"18388","Total"
"2017","Median","Total","Total","Total","South East","Skilled trades occupations","Total",NA,NA,"26556","Total"
"2017","Median","Total","Total","Total","South East","Caring, leisure and other service occupations","Total",NA,NA,"13416","Total"
"2017","Median","Total","Total","Total","South East","Sales and customer service occupations","Total",NA,NA,"12831","Total"
"2017","Median","Total","Total","Total","South East","Process, plant and machine operatives","Total",NA,NA,"24693","Total"
"2017","Median","Total","Total","Total","South East","Elementary occupations","Total",NA,NA,"14142","Total"
"2017","Median","Total","Total","Total","South West","Total","Total",NA,NA,"21797","Total"
"2017","Median","Total","Total","Total","South West","Managers, directors and senior officials","Total",NA,NA,"33388","Total"
"2017","Median","Total","Total","Total","South West","Professional occupations","Total",NA,NA,"33023","Total"
"2017","Median","Total","Total","Total","South West","Associate professional and technical occupations","Total",NA,NA,"27243","Total"
"2017","Median","Total","Total","Total","South West","Administrative and secretarial occupations","Total",NA,NA,"17381","Total"
"2017","Median","Total","Total","Total","South West","Skilled trades occupations","Total",NA,NA,"24518","Total"
"2017","Median","Total","Total","Total","South West","Caring, leisure and other service occupations","Total",NA,NA,"12372","Total"
"2017","Median","Total","Total","Total","South West","Sales and customer service occupations","Total",NA,NA,"11893","Total"
"2017","Median","Total","Total","Total","South West","Process, plant and machine operatives","Total",NA,NA,"22072","Total"
"2017","Median","Total","Total","Total","South West","Elementary occupations","Total",NA,NA,"12959","reasonably precise"
"2017","Median","Total","Total","Total","Wales","Total","Total",NA,NA,"21272","Total"
"2017","Median","Total","Total","Total","Wales","Managers, directors and senior officials","Total",NA,NA,"32528","acceptable"
"2017","Median","Total","Total","Total","Wales","Professional occupations","Total",NA,NA,"33963","Total"
"2017","Median","Total","Total","Total","Wales","Associate professional and technical occupations","Total",NA,NA,"26563","Total"
"2017","Median","Total","Total","Total","Wales","Administrative and secretarial occupations","Total",NA,NA,"18104","Total"
"2017","Median","Total","Total","Total","Wales","Skilled trades occupations","Total",NA,NA,"24574","reasonably precise"
"2017","Median","Total","Total","Total","Wales","Caring, leisure and other service occupations","Total",NA,NA,"14149","reasonably precise"
"2017","Median","Total","Total","Total","Wales","Sales and customer service occupations","Total",NA,NA,"11924","reasonably precise"
"2017","Median","Total","Total","Total","Wales","Process, plant and machine operatives","Total",NA,NA,"21241","reasonably precise"
"2017","Median","Total","Total","Total","Wales","Elementary occupations","Total",NA,NA,"13357","acceptable"
"2017","Median","Total","Total","Total","Scotland","Total","Total",NA,NA,"23122","Total"
"2017","Median","Total","Total","Total","Scotland","Managers, directors and senior officials","Total",NA,NA,"37982","Total"
"2017","Median","Total","Total","Total","Scotland","Professional occupations","Total",NA,NA,"33781","Total"
"2017","Median","Total","Total","Total","Scotland","Associate professional and technical occupations","Total",NA,NA,"29212","Total"
"2017","Median","Total","Total","Total","Scotland","Administrative and secretarial occupations","Total",NA,NA,"18580","Total"
"2017","Median","Total","Total","Total","Scotland","Skilled trades occupations","Total",NA,NA,"25742","Total"
"2017","Median","Total","Total","Total","Scotland","Caring, leisure and other service occupations","Total",NA,NA,"14683","Total"
"2017","Median","Total","Total","Total","Scotland","Sales and customer service occupations","Total",NA,NA,"13216","Total"
"2017","Median","Total","Total","Total","Scotland","Process, plant and machine operatives","Total",NA,NA,"23444","reasonably precise"
"2017","Median","Total","Total","Total","Scotland","Elementary occupations","Total",NA,NA,"13483","Total"
"2017","Median","Total","Total","Total","Northern Ireland","Total","Total",NA,NA,"21215","Total"
"2017","Median","Male","Total","Total","","Managers, directors and senior officials","Total",NA,NA,"44296","Total"
"2017","Median","Male","Total","Total","","Professional occupations","Total",NA,NA,"40091","Total"
"2017","Median","Male","Total","Total","","Associate professional and technical occupations","Total",NA,NA,"33907","Total"
"2017","Median","Male","Total","Total","","Administrative and secretarial occupations","Total",NA,NA,"22595","Total"
"2017","Median","Male","Total","Total","","Skilled trades occupations","Total",NA,NA,"26439","Total"
"2017","Median","Male","Total","Total","","Caring, leisure and other service occupations","Total",NA,NA,"17600","Total"
"2017","Median","Male","Total","Total","","Sales and customer service occupations","Total",NA,NA,"16305","Total"
"2017","Median","Male","Total","Total","","Process, plant and machine operatives","Total",NA,NA,"24237","Total"
"2017","Median","Male","Total","Total","","Elementary occupations","Total",NA,NA,"18306","Total"
"2017","Median","Male","Total","Total","North East","Total","Total",NA,NA,"26117","Total"
"2017","Median","Male","Total","Total","North East","Managers, directors and senior officials","Total",NA,NA,"37832","reasonably precise"
"2017","Median","Male","Total","Total","North East","Professional occupations","Total",NA,NA,"37443","Total"
"2017","Median","Male","Total","Total","North East","Associate professional and technical occupations","Total",NA,NA,"30516","reasonably precise"
"2017","Median","Male","Total","Total","North East","Administrative and secretarial occupations","Total",NA,NA,"20123","Total"
"2017","Median","Male","Total","Total","North East","Skilled trades occupations","Total",NA,NA,"26080","Total"
"2017","Median","Male","Total","Total","North East","Caring, leisure and other service occupations","Total",NA,NA,"18602","reasonably precise"
"2017","Median","Male","Total","Total","North East","Sales and customer service occupations","Total",NA,NA,"17714","reasonably precise"
"2017","Median","Male","Total","Total","North East","Process, plant and machine operatives","Total",NA,NA,"24211","Total"
"2017","Median","Male","Total","Total","North East","Elementary occupations","Total",NA,NA,"18344","reasonably precise"
"2017","Median","Male","Total","Total","North West","Total","Total",NA,NA,"26656","Total"
"2017","Median","Male","Total","Total","North West","Managers, directors and senior officials","Total",NA,NA,"37777","reasonably precise"
"2017","Median","Male","Total","Total","North West","Professional occupations","Total",NA,NA,"38041","Total"
"2017","Median","Male","Total","Total","North West","Associate professional and technical occupations","Total",NA,NA,"32908","reasonably precise"
"2017","Median","Male","Total","Total","North West","Administrative and secretarial occupations","Total",NA,NA,"21431","Total"
"2017","Median","Male","Total","Total","North West","Skilled trades occupations","Total",NA,NA,"25305","Total"
"2017","Median","Male","Total","Total","North West","Caring, leisure and other service occupations","Total",NA,NA,"17232","reasonably precise"
"2017","Median","Male","Total","Total","North West","Sales and customer service occupations","Total",NA,NA,"15963","Total"
"2017","Median","Male","Total","Total","North West","Process, plant and machine operatives","Total",NA,NA,"23891","Total"
"2017","Median","Male","Total","Total","North West","Elementary occupations","Total",NA,NA,"17625","Total"
"2017","Median","Male","Total","Total","Yorkshire and The Humber","Total","Total",NA,NA,"26599","Total"
"2017","Median","Male","Total","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total",NA,NA,"39193","reasonably precise"
"2017","Median","Male","Total","Total","Yorkshire and The Humber","Professional occupations","Total",NA,NA,"37541","Total"
"2017","Median","Male","Total","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total",NA,NA,"31326","Total"
"2017","Median","Male","Total","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total",NA,NA,"21442","reasonably precise"
"2017","Median","Male","Total","Total","Yorkshire and The Humber","Skilled trades occupations","Total",NA,NA,"26203","reasonably precise"
"2017","Median","Male","Total","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total",NA,NA,"16080","reasonably precise"
"2017","Median","Male","Total","Total","Yorkshire and The Humber","Sales and customer service occupations","Total",NA,NA,"16278","Total"
"2017","Median","Male","Total","Total","Yorkshire and The Humber","Process, plant and machine operatives","Total",NA,NA,"23601","Total"
"2017","Median","Male","Total","Total","Yorkshire and The Humber","Elementary occupations","Total",NA,NA,"18329","Total"
"2017","Median","Male","Total","Total","East Midlands","Total","Total",NA,NA,"26438","Total"
"2017","Median","Male","Total","Total","East Midlands","Managers, directors and senior officials","Total",NA,NA,"39926","reasonably precise"
"2017","Median","Male","Total","Total","East Midlands","Professional occupations","Total",NA,NA,"37872","Total"
"2017","Median","Male","Total","Total","East Midlands","Associate professional and technical occupations","Total",NA,NA,"30720","Total"
"2017","Median","Male","Total","Total","East Midlands","Administrative and secretarial occupations","Total",NA,NA,"21042","Total"
"2017","Median","Male","Total","Total","East Midlands","Skilled trades occupations","Total",NA,NA,"25935","Total"
"2017","Median","Male","Total","Total","East Midlands","Caring, leisure and other service occupations","Total",NA,NA,"16792","reasonably precise"
"2017","Median","Male","Total","Total","East Midlands","Sales and customer service occupations","Total",NA,NA,"16647","reasonably precise"
"2017","Median","Male","Total","Total","East Midlands","Process, plant and machine operatives","Total",NA,NA,"23309","Total"
"2017","Median","Male","Total","Total","East Midlands","Elementary occupations","Total",NA,NA,"18558","Total"
"2017","Median","Male","Total","Total","West Midlands","Total","Total",NA,NA,"27356","Total"
"2017","Median","Male","Total","Total","West Midlands","Managers, directors and senior officials","Total",NA,NA,"40943","Total"
"2017","Median","Male","Total","Total","West Midlands","Professional occupations","Total",NA,NA,"38619","Total"
"2017","Median","Male","Total","Total","West Midlands","Associate professional and technical occupations","Total",NA,NA,"33223","Total"
"2017","Median","Male","Total","Total","West Midlands","Administrative and secretarial occupations","Total",NA,NA,"21799","Total"
"2017","Median","Male","Total","Total","West Midlands","Skilled trades occupations","Total",NA,NA,"26578","Total"
"2017","Median","Male","Total","Total","West Midlands","Caring, leisure and other service occupations","Total",NA,NA,"16898","reasonably precise"
"2017","Median","Male","Total","Total","West Midlands","Sales and customer service occupations","Total",NA,NA,"16188","reasonably precise"
"2017","Median","Male","Total","Total","West Midlands","Process, plant and machine operatives","Total",NA,NA,"24622","Total"
"2017","Median","Male","Total","Total","West Midlands","Elementary occupations","Total",NA,NA,"18434","Total"
"2017","Median","Male","Total","Total","East","Total","Total",NA,NA,"28888","Total"
"2017","Median","Male","Total","Total","East","Managers, directors and senior officials","Total",NA,NA,"43169","reasonably precise"
"2017","Median","Male","Total","Total","East","Professional occupations","Total",NA,NA,"40000","Total"
"2017","Median","Male","Total","Total","East","Associate professional and technical occupations","Total",NA,NA,"33617","Total"
"2017","Median","Male","Total","Total","East","Administrative and secretarial occupations","Total",NA,NA,"22335","reasonably precise"
"2017","Median","Male","Total","Total","East","Skilled trades occupations","Total",NA,NA,"27203","Total"
"2017","Median","Male","Total","Total","East","Caring, leisure and other service occupations","Total",NA,NA,"16973","acceptable"
"2017","Median","Male","Total","Total","East","Sales and customer service occupations","Total",NA,NA,"16615","reasonably precise"
"2017","Median","Male","Total","Total","East","Process, plant and machine operatives","Total",NA,NA,"24795","Total"
"2017","Median","Male","Total","Total","East","Elementary occupations","Total",NA,NA,"18435","Total"
"2017","Median","Male","Total","Total","London","Total","Total",NA,NA,"37722","Total"
"2017","Median","Male","Total","Total","London","Managers, directors and senior officials","Total",NA,NA,"66149","Total"
"2017","Median","Male","Total","Total","London","Professional occupations","Total",NA,NA,"46931","Total"
"2017","Median","Male","Total","Total","London","Associate professional and technical occupations","Total",NA,NA,"40178","Total"
"2017","Median","Male","Total","Total","London","Administrative and secretarial occupations","Total",NA,NA,"27240","Total"
"2017","Median","Male","Total","Total","London","Skilled trades occupations","Total",NA,NA,"28440","reasonably precise"
"2017","Median","Male","Total","Total","London","Caring, leisure and other service occupations","Total",NA,NA,"20910","reasonably precise"
"2017","Median","Male","Total","Total","London","Sales and customer service occupations","Total",NA,NA,"16818","Total"
"2017","Median","Male","Total","Total","London","Process, plant and machine operatives","Total",NA,NA,"30399","Total"
"2017","Median","Male","Total","Total","London","Elementary occupations","Total",NA,NA,"19574","Total"
"2017","Median","Male","Total","Total","South East","Total","Total",NA,NA,"30433","Total"
"2017","Median","Male","Total","Total","South East","Managers, directors and senior officials","Total",NA,NA,"44951","Total"
"2017","Median","Male","Total","Total","South East","Professional occupations","Total",NA,NA,"41353","Total"
"2017","Median","Male","Total","Total","South East","Associate professional and technical occupations","Total",NA,NA,"35167","Total"
"2017","Median","Male","Total","Total","South East","Administrative and secretarial occupations","Total",NA,NA,"23412","reasonably precise"
"2017","Median","Male","Total","Total","South East","Skilled trades occupations","Total",NA,NA,"27399","Total"
"2017","Median","Male","Total","Total","South East","Caring, leisure and other service occupations","Total",NA,NA,"17642","reasonably precise"
